CREDENTIAL_TITLE_REPORTED_TO_NSC	CREDENTIAL_LEVEL_CODE	CREDENTIAL_LEVEL_DESC
ADOBE CERTIFICATION TRAINING IN PHOTOSHOP CERTIFICATE	C	Certificate
ADOBE CERTIFICATION TRAINING PAGEMAKER CERTIFICATE	C	Certificate
ADOBE ILLUSTRATOR CERTIFICATE	C	Certificate
ADOBE INDESIGN ADV CERT	C	Certificate
ADOBE PHOTOSHOP ADV CERT	C	Certificate
ADULT EDUC PBACC CERTIFICATE	C	Certificate
ADULT EDUCATION CERT GRAD	C	Certificate
ADULT EDUCATION CERT UGRD	C	Certificate
ADULT EDUCATION CERT.	C	Certificate
ADULT EDUCATION PBACC CERT GRD	C	Certificate
ADULT NURSE PRACTITIONER CERT	C	Certificate
ADULT NURSE PRACTITIONER CERTIFICATE	C	Certificate
ADULT SERVICES CERTIFICATE	C	Certificate
ADULT VOCATIONAL CERTIFICATE	C	Certificate
ADV ARC/GAS WELDING CERT	C	Certificate
ADV AUTOMOTIVE TECH CERT	C	Certificate
ADV BUSINESS ADMINISTRATN CERT	C	Certificate
ADV CERT	C	Certificate
ADV CERT GER NSG PRCT	C	Certificate
ADV CERT IN ARCHIVES MGMT	C	Certificate
ADV CERT IN CHRSTN MINIST	C	Certificate
ADV CERT IN HUM RESOURCES ADMN	C	Certificate
ADV CERT IN PEDIA PHYS THERAPY	C	Certificate
ADV CERT POST BACC	C	Certificate
ADV CERT STATE/LOCAL HISTORY	C	Certificate
ADV CERT-EDUCATION	C	Certificate
ADV CERT-FAM ASST CO	C	Certificate
ADV CERT-PAST COUNS	C	Certificate
ADV CERT-PSYCHOLOGY	C	Certificate
ADV CERT-SCH MGMT	C	Certificate
ADV CERT-SP LNG PATH	C	Certificate
ADV CHEM DEPEND CERT	C	Certificate
ADV CLIN MASSAGE THERAPY CERT	C	Certificate
ADV DENT EDUC CERT	C	Certificate
ADV DEVELOPMENTAL DISABL CERT	C	Certificate
ADV DIGITAL PHOTOGRAPHY CERT	C	Certificate
ADV EARLY CHILDHOOD EDUC CERT	C	Certificate
ADV EARLY CHILDHOOOD EDUC CERT	C	Certificate
ADV GRADUATE CERTIFICATE	C	Certificate
ADV HRD APPLICATION CERT	C	Certificate
ADV LIFE SUPPORT CERT	C	Certificate
ADV LIFE SUPPORT CERTIFICATE	C	Certificate
ADV MENTAL HEALTH CERT	C	Certificate
ADV MENTAL RETARDTN CERT	C	Certificate
ADV PRAC SEC LNG TCH PBAC CERT	C	Certificate
ADV PRO GRAD BUSINESS CERT	C	Certificate
ADV SUBSTANCE ABUSE TREAT CERT	C	Certificate
ADV TECH CERT - DO NOT USE	C	Certificate
ADV TECH CERT PROGRAM	C	Certificate
ADV TECHNICAL CERT ATC	C	Certificate
ADV. & GRAPHIC DESIGN/ WEB DESIGN CERTIFICATE	C	Certificate
ADV. EDUC. IN GEN. DENT. CERT.	C	Certificate
ADV. HRD APPLICATION CERT.	C	Certificate
ADVANCE CERTIFICATE	C	Certificate
ADVANCE CERTIFICATE IN ENDODONTICS	C	Certificate
ADVANCE CERTIFICATE IN ENERGY TECHNOLOGY	C	Certificate
ADVANCE CERTIFICATE IN GENERAL STUDIES	C	Certificate
ADVANCE CERTIFICATE OF GRADUATE STUDIES	C	Certificate
ADVANCE CERTIFICATION	C	Certificate
ADVANCE DEGREE CERTIFICATE	C	Certificate
ADVANCE DENTAL EDUCATION CERTIFICATE	C	Certificate
ADVANCE GRADUATE CERTIFICATE	C	Certificate
ADVANCE PRACTICE CERTIFICATE IN PRIMARY CARE NURSING	C	Certificate
ADVANCE TECHNICAL CERTIFICATE	C	Certificate
ADVANCED ACCOUNTING CERT	C	Certificate
ADVANCED ACCOUNTING PROFICIENCY CERT	C	Certificate
ADVANCED ACCOUNTING PROFICIENCY CERTIFICATE	C	Certificate
ADVANCED AHR CERTIFICATE	C	Certificate
ADVANCED AUTO MECHANICS CERT	C	Certificate
ADVANCED AUTO TUNE-UP CERT	C	Certificate
ADVANCED AUTOMOTIVE CERT	C	Certificate
ADVANCED AUTOMOTIVE TECHNOLOGY CERT	C	Certificate
ADVANCED C-BASED LANGUAGE CERTIFICATE	C	Certificate
ADVANCED CABINETRY CERTIFICATE	C	Certificate
ADVANCED CAD CERTIFICATE	C	Certificate
ADVANCED CARDIAC LIFE SUPPORT CERTIFICATE	C	Certificate
ADVANCED CARPENTRY CERTIFICATE	C	Certificate
ADVANCED CERT	C	Certificate
ADVANCED CERT IN REHAB COUNSELING	C	Certificate
ADVANCED CERTFICATE	C	Certificate
ADVANCED CERTIFCATE	C	Certificate
ADVANCED CERTIFICATE	C	Certificate
ADVANCED CERTIFICATE          DENTAL POSTGRAD-ENDODONTICS	C	Certificate
ADVANCED CERTIFICATE          DENTAL POSTGRAD-ORAL&MAXL SURG	C	Certificate
ADVANCED CERTIFICATE          DENTAL POSTGRAD-ORTHODONTICS	C	Certificate
ADVANCED CERTIFICATE          DENTAL POSTGRAD-PED DENTISTRY	C	Certificate
ADVANCED CERTIFICATE          DENTAL POSTGRAD-PERIODONTICS	C	Certificate
ADVANCED CERTIFICATE          DENTAL POSTGRADUATE-ORAL PATH	C	Certificate
ADVANCED CERTIFICATE (SRS)	C	Certificate
ADVANCED CERTIFICATE - CORRECTIONAL OFFICER	C	Certificate
ADVANCED CERTIFICATE - DRAFTING & DESIGN	C	Certificate
ADVANCED CERTIFICATE - ELECTRONICS	C	Certificate
ADVANCED CERTIFICATE - EMERGENCY MEDICAL   TECHNOLOGY	C	Certificate
ADVANCED CERTIFICATE - INDUSTRIAL       PRODUCTION TECHNOLOGY	C	Certificate
ADVANCED CERTIFICATE - MACHINE TOOL PROCESSES	C	Certificate
ADVANCED CERTIFICATE - MARKETING SPECIALIST	C	Certificate
ADVANCED CERTIFICATE - MATERIALS MANAGEMENT	C	Certificate
ADVANCED CERTIFICATE - NETWORK ADMINSTRATION SPECIALIST	C	Certificate
ADVANCED CERTIFICATE - NETWORK SPECIALIST	C	Certificate
ADVANCED CERTIFICATE - PATROL OFFICER	C	Certificate
ADVANCED CERTIFICATE - POWER GENERATION-NUCLEAR	C	Certificate
ADVANCED CERTIFICATE - WEB TECHNICIAN	C	Certificate
ADVANCED CERTIFICATE ACCOUNTING	C	Certificate
ADVANCED CERTIFICATE IN ACCOUNTING	C	Certificate
ADVANCED CERTIFICATE IN CIS	C	Certificate
ADVANCED CERTIFICATE IN COMPUTER PROGRAMMING	C	Certificate
ADVANCED CERTIFICATE IN EDUCATION	C	Certificate
ADVANCED CERTIFICATE IN EDUCATIONAL ADMINISTRATION	C	Certificate
ADVANCED CERTIFICATE IN FACILITIES MANAGEMENT	C	Certificate
ADVANCED CERTIFICATE IN HEALTH CARE MANAGEMENT	C	Certificate
ADVANCED CERTIFICATE IN NURSING	C	Certificate
ADVANCED CERTIFICATE IN ORTHODONTICS	C	Certificate
ADVANCED CERTIFICATE IN PROSTHODONTICS	C	Certificate
ADVANCED CERTIFICATE IN SCHOOL ADMIN	C	Certificate
ADVANCED CERTIFICATE MARKETING	C	Certificate
ADVANCED CERTIFICATE OF ACHIEVEMENT	C	Certificate
ADVANCED CERTIFICATE OF PROF.	C	Certificate
ADVANCED CERTIFICATE POST BACCALAUREATE	C	Certificate
ADVANCED CERTIFICATE POST MASTER'S	C	Certificate
ADVANCED CERTIFICATE SUPERVISION OF     PERSONNEL	C	Certificate
ADVANCED CERTIFICATE-AUTOMOTIVE MECHANICS	C	Certificate
ADVANCED CERTIFICATE-PDC	C	Certificate
ADVANCED CERTIFICATE-SECRETARIAL SCIENCE MEDICAL	C	Certificate
ADVANCED CERTIFICATE-SECRETARTIAL SCIENCE LEGAL	C	Certificate
ADVANCED CERTIFICATES	C	Certificate
ADVANCED CERTIFICATION	C	Certificate
ADVANCED CERTIFICTE - EARLY CHILDHOOD EDUCATION	C	Certificate
ADVANCED COMPUTER PROGRAMMING CERTIFICATE	C	Certificate
ADVANCED COMPUTER TECH CERT	C	Certificate
ADVANCED DEGREE CERTIFICATE	C	Certificate
ADVANCED DENTISTRY - CERTIFICATE	C	Certificate
ADVANCED EDUCATION IN GENERAL DENTISTRY CERTIFICATE	C	Certificate
ADVANCED GRAD STUDY IN HISTORY CERTIFICATE	C	Certificate
ADVANCED GRADUATE CERTIFICATE	C	Certificate
ADVANCED GRADUATE CERTIFICATE IN NURSING EDUCATION	C	Certificate
ADVANCED HARDWARE APPLICATION CERT	C	Certificate
ADVANCED LIFE SUPPORT CERT	C	Certificate
ADVANCED MICROPROCESSOR #7423 CERT	C	Certificate
ADVANCED NURSING CERTIFICATE	C	Certificate
ADVANCED OFFICER TRAINING CERTIFICATE	C	Certificate
ADVANCED PRACTICE CERTIFICATE	C	Certificate
ADVANCED PRACTICE CERTIFICATE IN PRIMARY CARE NURSING	C	Certificate
ADVANCED PROF CERT	C	Certificate
ADVANCED PROF CERTIFICATE	C	Certificate
ADVANCED PROF CERTIFICATE-UHCC	C	Certificate
ADVANCED PROFESSIONAL CERT.	C	Certificate
ADVANCED PROFESSIONAL CERTIF.	C	Certificate
ADVANCED PROFESSIONAL CERTIFICATE	C	Certificate
ADVANCED PROFESSIONAL GRADUATE BUSINESS CERTIFICAT	C	Certificate
ADVANCED PROJ MGMT CERT	C	Certificate
ADVANCED QUALITY ASSUR CERT	C	Certificate
"ADVANCED RESPIRATORY ""CERTIFICATE"""	C	Certificate
ADVANCED RESPIRATORY CARE TECHNICIAN CERTIFICATE	C	Certificate
ADVANCED RESPIRATORY CARE TECHNOLOGY CERTIFICATE	C	Certificate
ADVANCED RESPIRATORY CARE TECHNOLOGY--CERTIFICATE	C	Certificate
ADVANCED RESPIRATORY THERAPIST CERTIFICATE	C	Certificate
ADVANCED SKILL CERTIFICATE	C	Certificate
ADVANCED SKILLS CERTIFICATE OF COMPLETION	C	Certificate
ADVANCED STUDIES CERTIFICATE	C	Certificate
ADVANCED SURVEYING CERTIFICATE	C	Certificate
ADVANCED TEACHER TECH CERT	C	Certificate
ADVANCED TECH CERTIFICATE	C	Certificate
ADVANCED TECHNICAL CERT	C	Certificate
ADVANCED TECHNICAL CERT.	C	Certificate
ADVANCED TECHNICAL CERTIFICATE	C	Certificate
ADVANCED TECHNOLOGY CERT	C	Certificate
ADVANCED TECHNOLOGY CERT PROG	C	Certificate
ADVANCED TECHNOLOGY CERTIFICATE	C	Certificate
ADVANCED VEHICLE ENTRAPMENT RESCUE CERTIFICATE	C	Certificate
ADVANCED VOCATIONAL CERTIFICAT	C	Certificate
ADVANCED WEB DESIGN CERT	C	Certificate
ADVANCED WELDING CERT	C	Certificate
ADVANCED WELDING CERTIFICATE	C	Certificate
ADVANCED WELDING PREP-CERT	C	Certificate
ADVANCED-CERTIFICATE	C	Certificate
ADVANCED/ENHANCED SKILLS CERTIFICATE	C	Certificate
ADVANCEDCERTIFICATE	C	Certificate
ADVERTISING AND GRAPHIC DESIGN CERTIFICATE	C	Certificate
ADVERTISING DESIGN CERTIFICATE	C	Certificate
AEC ELECTRICIAN CERTIFICATE	C	Certificate
AERONAUTICAL AND AVIATION TECHNOLOGY CERTIFICATE	C	Certificate
AERONAUTICS AND AVIATION CERTIFICATE	C	Certificate
AEROSPACE MT MAINT (S-T-CERT)	C	Certificate
AFRICAN AMERICAN STUDIES CERTIFICATE	C	Certificate
AFRICAN STUDIES CERTIFICATE	C	Certificate
AG & DIESEL EQUIPMENT CERTIFI	C	Certificate
AG BUS-WINE MARKET & MGMT CERT	C	Certificate
AG-DIESEL TECH. CERTIFICATE	C	Certificate
AGEC CERTIFICATE	C	Certificate
AGEC-A CERTIFICATION	C	Certificate
AGEC-B CERTIFICATION	C	Certificate
AGEC-S CERTIFICATION	C	Certificate
AGING CERT	C	Certificate
AGING STUDIES PBACC CERT	C	Certificate
AGR MECH CERTIFICATE	C	Certificate
AGRI-BUSINESS CERTIFICATE	C	Certificate
AGRI-BUSINESS TECH CERTIFICATE	C	Certificate
AGRI-SCIENCE/ANIMAL CERT	C	Certificate
AGRI-SCIENCE/PLANT CERTIFICATE	C	Certificate
AGRIBUSINESS CERTIFICATE	C	Certificate
AGRIBUSINESS-HORSE MANAGEMENT CERTIFICATE	C	Certificate
AGRICULTURAL MECHANICS CERT	C	Certificate
AGRICULTURAL MECHANICS CERTIFICATE	C	Certificate
AGRICULTURAL PRODUCTION CERTIFICATE	C	Certificate
AGRICULTURAL TECHNOLOGY CERTIFICATE	C	Certificate
AGRICULTURAL TECHNOLOGY CERTIFICATION	C	Certificate
AGRICULTURE BUSINESS CERT	C	Certificate
AGRICULTURE BUSINESS MANAGEMENT CERTIFICATE	C	Certificate
AGRICULTURE CERTIFICATE	C	Certificate
AGRICULTURE SALES/SERVICE CERTIFICATE	C	Certificate
AGRICULTURE TECHNOLOGY CERTIFICATE	C	Certificate
AGRICULTURE: GENERAL CERTIFICATE	C	Certificate
AGRIMECH DIESEL POWER CERT	C	Certificate
AHR COMMERCIAL CERTIFICATE	C	Certificate
AHR REFRIGERATION CERTIFICATE	C	Certificate
AIR COND REF HEATING CERT	C	Certificate
AIR COND REFRIG HEATG CERT	C	Certificate
AIR COND-REFRIG-HEATG CERT	C	Certificate
AIR CONDITIONING & REFRIGERATION CERTIFICATE OF ACHIEVEMENT	C	Certificate
AIR CONDITIONING CERT	C	Certificate
AIR CONDITIONING MECHANIC CERTIFICATE	C	Certificate
"AIR CONDITIONING,HEAT&REF CERTIFICATE"	C	Certificate
AIR CONDITIONING/REFRIGERATION TECHNICIAN CERTIFICATE	C	Certificate
AIRCRAFT - CERTIFICATE	C	Certificate
AIRCRAFT ASSEMBLY CERTIFICATE	C	Certificate
AIRCRAFT ASSEMBLY TECHNICIAN CERTIFICATE	C	Certificate
AIRCRAFT CERTIFICATE	C	Certificate
AIRCRAFT DISPATCH CERTIFICATE	C	Certificate
AIRCRAFT RIVETER TECHNOLOGY CERTIFICATE OF ACHIEVEMENT	C	Certificate
AIRCRAFT SOLO CERTIFICATE	C	Certificate
AIRFRAME & POWERPLANT CERTIFIACTE	C	Certificate
AIRFRAME & POWERPLANT CERTIFICATION	C	Certificate
AIRFRAME AND POWERPLANT CERTIFICATE	C	Certificate
AIRFRAME CERTIFICATE	C	Certificate
AIRFRAME MAINT GENERAL CERT	C	Certificate
AIRFRAME MAINTENANCE CERT	C	Certificate
AIRFRAME MECHANIC I CERT	C	Certificate
AIRFRAME MECHANIC II CERT	C	Certificate
AIRFRAME PWRPLNT TECH (CERT)	C	Certificate
AIRFRAME/POWERPLANT CERT	C	Certificate
AIRFRAME/POWERPLANT CERTIFICATE	C	Certificate
ALCOHOL/DRUG COUN CERTIFICATE	C	Certificate
ALCOHOLISM STUDIES CERT	C	Certificate
ALL LEVEL ART CERTIFICATE	C	Certificate
ALL LEVEL MUSIC CERTIFICATE	C	Certificate
"ALL LEVEL TEACHING CERTIFICATE PHYSICAL EDUCATION - MAY 12,93"	C	Certificate
"ALL-LEVEL LIBRARIAN            CERTIFICATE   JANUARY 3, 1978"	C	Certificate
ALL-LEVEL MUSIC CERT.	C	Certificate
ALL-LEVEL PROFESSIONAL TEACH-  ING CERT: LEARNING RESOURCES   SPECIALIST - SEPTE	C	Certificate
ALL-LEVEL TEACHING CERTIFICATE PHYSICAL EDUCATION - 10/13/95	C	Certificate
ALL-LEVEL TEMPORARY MID-       MANAGEMENT CERTIFICATE 2/23/82	C	Certificate
ALLIED HEALTH CERTIFICATE	C	Certificate
ALLIED HEALTH SERVICES - CERTIFICATE	C	Certificate
ALT TEACHER CERTIFICATION	C	Certificate
ALTERNATE DISPUTE RESOLUTION CERTIFICATE	C	Certificate
ALTERNATE DISPUTE RESOLUTION GRADUATE CERTIFICATE	C	Certificate
ALTERNATIVE CERTIFICATION	C	Certificate
ALTERNATIVE CERTIFICATION FOR SECONDARY	C	Certificate
ALTERNATIVE ENERGY TECHNOLOGY - WIND TURBINE ONE YEAR TECHNICAL CERTIFICATE	C	Certificate
ALTERNATIVE FUELS CERTIFICATE	C	Certificate
AMERICAN SIGN LANGUAGE CERT	C	Certificate
ANAGEMENT CERTIFICATE	C	Certificate
ANCIENT WORLDS CERTIFICATE	C	Certificate
ANESTHESIA CERTIFICATE	C	Certificate
ANESTHESIOLOGY RESIDENCY CERT	C	Certificate
ANIMAL SCIENCE CERTIFICATE	C	Certificate
ANIMAL SCIENCE TECH CERT	C	Certificate
APOSTOLIC SCHOOL OF THEOLOGY BIBLE/MINISTRY CERTIF	C	Certificate
APPL DEVELOPER FAST TRACK CERT	C	Certificate
APPL DEVELOPMENTAL PSY PB CERT	C	Certificate
APPLIANCE REPAIR CERT	C	Certificate
APPLIANCE REPAIR CERTIFICATE	C	Certificate
APPLIANCE REPAIR TECH CERT	C	Certificate
APPLIED AGRICULTURE CERTIFICATE	C	Certificate
APPLIED BEHAVIOR ANALYSIS CERT	C	Certificate
APPLIED BUSINESS CERT UGRD	C	Certificate
APPLIED CRIMINOLOGY CERTIFICAT	C	Certificate
APPLIED DEVELOPMENTAL PSY CERT	C	Certificate
APPLIED ECONOMICS CERTIFICATE	C	Certificate
APPLIED GRAPHICS CERTIFICATE	C	Certificate
APPLIED POWER CERTIFICATE	C	Certificate
"APPLIED POWER, GAS, DIESEL ENG CERTIFICATE"	C	Certificate
APPLIED SCEINCE CERTIFICATION	C	Certificate
APPLIED SCIENCE CERTIFICATE	C	Certificate
APPLIED SCIENCE CERTIFICATE IN MACHINE TOOLS	C	Certificate
APPLIED SCIENCE CERTIFICATION	C	Certificate
APPLIED SOCIAL SCIENCE CERTIFICATE	C	Certificate
APPLIED TECHNICAL CERTIFICATE	C	Certificate
APPLIED TECHNOLOGY CERTIFICATE	C	Certificate
APPLIED TECHNOLOGY CERTIFICATION	C	Certificate
APPRENTICE CERTIFICATE	C	Certificate
APPRENTICESHIP-CARPENTRY CERTIFICATE	C	Certificate
AQUACULTURE CERTIFICATE	C	Certificate
AQUATIC PERSONAL TRAINER CERTI	C	Certificate
ARALEGAL CERTIFICATE	C	Certificate
ARC WELDER CERTIFICATE	C	Certificate
ARC WELDING CERTIFICATE	C	Certificate
ARC WELDING MOD I & II CERTIFICATE	C	Certificate
ARCH. DRAFTING CERT	C	Certificate
ARCHITECTRL CAD DRAFTING CERT	C	Certificate
ARCHITECTURAL CIVIL CAD CERT	C	Certificate
ARCHITECTURAL DRAFTING - CERT	C	Certificate
ARCHITECTURAL DRAFTING CERTIFICATE	C	Certificate
ARCHITECTURAL DRAFTING TECHNOLOGY CERTIFICATE	C	Certificate
ARCHITECTURAL DRAFTING TECNOLOGY CERTIFICATE	C	Certificate
ARCHITECTURAL DRAFTING-CERT	C	Certificate
ARCHITECTURAL TECHNICIAN CERTIFICATE	C	Certificate
ARCHITECTURAL TECHNOLOGY CERT	C	Certificate
ARCHITECTURE AND CONSTRUCTION TECHNOLOGY CERTIFICATE	C	Certificate
ARCHITECTURE AND CONSTRUCTION TECHNOLOGY: ARCHITECTURE CERTIFICATE	C	Certificate
ARCHITECTURE AND CONSTRUCTION TECHNOLOGY: CONSTRUCTION MANAGEMENT CERTIFICATE	C	Certificate
ARCHITECTURE BASIC SKILLS CERTIFICATE	C	Certificate
ARCHITECTURE TECHNICIAN CERTIFICATE	C	Certificate
ARCHIVAL ADMINISTRATION CERTIFICATE	C	Certificate
AREA CERT IN CULTURES OF SCI & MEDICINE	C	Certificate
AREA CERT IN DYNAMICAL SYSTEMS IN COG SCI	C	Certificate
AREA CERT IN GLOBAL BUSINESS ACHIEVEMENT	C	Certificate
AREA CERT IN MODELING IN COGNITIVE SCI	C	Certificate
AREA CERT IN NEW MEDIA & INTERACTIVE STORYTELLING	C	Certificate
AREA CERTIFICATE	C	Certificate
AREA CERTIFICATE IN ACCOUNTING	C	Certificate
AREA CERTIFICATE IN AFRICAN STUDIES	C	Certificate
AREA CERTIFICATE IN ANIMAL BEHAVIOR	C	Certificate
AREA CERTIFICATE IN ARTS ADMINISTRATION	C	Certificate
AREA CERTIFICATE IN ATMOSPHERIC SCIENCE	C	Certificate
AREA CERTIFICATE IN CENTRAL EURASIAN ST	C	Certificate
AREA CERTIFICATE IN COGNITIVE SCIENCE	C	Certificate
AREA CERTIFICATE IN CRIMINAL JUSTICE	C	Certificate
AREA CERTIFICATE IN DATA PROC & INFO SYS	C	Certificate
AREA CERTIFICATE IN EAST ASIAN STUDIES	C	Certificate
AREA CERTIFICATE IN ENVIRONMENTAL STUDIES	C	Certificate
AREA CERTIFICATE IN FASHION DESIGN	C	Certificate
AREA CERTIFICATE IN FILM STUDIES	C	Certificate
AREA CERTIFICATE IN FORENSIC STUDIES	C	Certificate
AREA CERTIFICATE IN GAME STUDIES	C	Certificate
AREA CERTIFICATE IN HUMAN BIOLOGY	C	Certificate
AREA CERTIFICATE IN INFORMATICS	C	Certificate
AREA CERTIFICATE IN INNER ASIAN STUDIES	C	Certificate
AREA CERTIFICATE IN INTERNATIONAL STUDIES	C	Certificate
AREA CERTIFICATE IN JEWISH STUDIES	C	Certificate
AREA CERTIFICATE IN JOURNALISM	C	Certificate
AREA CERTIFICATE IN LATIN AM & CARIB ST	C	Certificate
AREA CERTIFICATE IN LATIN AM STUDIES	C	Certificate
AREA CERTIFICATE IN LIB ARTS & MANAGEMENT	C	Certificate
AREA CERTIFICATE IN MEDIEVAL STUDIES	C	Certificate
AREA CERTIFICATE IN NEUROSCIENCE	C	Certificate
AREA CERTIFICATE IN NONPROFIT MANAGEMENT	C	Certificate
AREA CERTIFICATE IN POLITICAL AND CIVIC ENGAGEMENT	C	Certificate
AREA CERTIFICATE IN PUBLIC AFFAIRS	C	Certificate
AREA CERTIFICATE IN PUBLIC HEALTH	C	Certificate
AREA CERTIFICATE IN PUBLIC MANAGEMENT	C	Certificate
AREA CERTIFICATE IN PURE & APPLIED LOGIC	C	Certificate
AREA CERTIFICATE IN RENAISSANCE STUDIES	C	Certificate
AREA CERTIFICATE IN RUSSIAN & E EUROPE ST	C	Certificate
AREA CERTIFICATE IN SEMIOTIC STUDIES	C	Certificate
AREA CERTIFICATE IN URALIC & ALTAIC ST	C	Certificate
AREA CERTIFICATE IN URBAN STUDIES	C	Certificate
AREA CERTIFICATE IN VICTORIAN STUDIES	C	Certificate
AREA CERTIFICATE IN WESTERN EUROPEAN ST	C	Certificate
AREA CERTIFICATE IN WOMEN'S STUDIES	C	Certificate
ARRT CERTIFICATE	C	Certificate
ART THERAPY CERTIFICATE	C	Certificate
ART: BROAD-BASED ART TRAINING CERTIFICATE	C	Certificate
ART: CERAMICS CERTIFICATE	C	Certificate
ART: COMPUTER GRAPHICS CERTIFICATE	C	Certificate
ART: DRAWING AND PAINTING CERTIFICATE	C	Certificate
ART: GRAPHIC DESIGN CERTIFICATE	C	Certificate
ART: JEWELRY CERTIFICATE	C	Certificate
ART: PHOTOGRAPHY CERTIFICATE	C	Certificate
ART: PRINTMAKING CERTIFICATE	C	Certificate
ART: SCULPTURE CERTIFICATE	C	Certificate
ARTIST CERTIFICATE	C	Certificate
ARTIST CERTIFICATE IN CHAMBER MUSIC	C	Certificate
ARTIST CERTIFICATION PROGRAM IN MUSIC	C	Certificate
AS/400 CERTIFICATION ENHANCED SKILLS CERTIFICATE	C	Certificate
ASIAN AMERICAN STUDIES CERTIFICATE	C	Certificate
ASIAN STUDIES CERTIFICATE	C	Certificate
ASL COMM SKILLS (CERT)	C	Certificate
ASL COMMUNICATION SKILLS CERTIFICATE	C	Certificate
ASL/DEAF STUDIES CERT	C	Certificate
ASL/ENGLISH INTERPRETER EDUCATION CERTIFICATE	C	Certificate
AT APPRVD PRGM/ICP                      4 YR INITIAL CERTIFICATE	C	Certificate
ATHLETIC TRAINING CERTIFICATE	C	Certificate
AUDIO VISUAL SYSTEMS I (CERT)	C	Certificate
AUDIO VISUAL SYSTEMS II (CERT)	C	Certificate
AUT ELECTRICAL & ELECTRONICS CERTIFICATE	C	Certificate
AUT HEATING & AIR CONDITIONING CERTIFICATE	C	Certificate
AUT SPECT DISORDERS PBACC CERT	C	Certificate
AUTISM CERTIFICATE	C	Certificate
AUTISM SPECTRUM DIS PBAC CERT	C	Certificate
AUTISM SPECTRUM DISORDER CERT	C	Certificate
AUTISM SPECTRUM DISORDER POSTBACCALAUREATE CERT.	C	Certificate
AUTISM SPECTRUM DISORDERS CERT	C	Certificate
AUTO BODY AND CHASSIS (CERT)	C	Certificate
AUTO BODY CERTIFICATE	C	Certificate
AUTO BODY HELPER CERTIFICATE	C	Certificate
AUTO BODY REPAIR CERTIFICATE	C	Certificate
AUTO BODY REPAIR I CERT	C	Certificate
AUTO BODY TECH CERTIFICATE	C	Certificate
AUTO BRAKES/SUSP/ALIGN CERT	C	Certificate
AUTO BRAKES\SUSP\ALIGN CERT	C	Certificate
AUTO CAD CERTIFICATE	C	Certificate
AUTO CERT PREP-ADVANCED-CERT	C	Certificate
AUTO CERTIFICATE             3	C	Certificate
AUTO CHASSIS TECH CERTIFICATE	C	Certificate
AUTO CLIMATE CONTROL TECH CERTIFICATE	C	Certificate
AUTO COMP AIDED DRAFTING CERT	C	Certificate
AUTO ELEC/ELECTRONIC SPEC CERT	C	Certificate
AUTO ENGINE DIAG. & REPAIR/TRANSMISSIONS CERTIFICATE	C	Certificate
AUTO MACHINIST CERTIFICATE	C	Certificate
AUTO MECH CERT	C	Certificate
AUTO MECH CERTIFICATE	C	Certificate
AUTO MECHANIC CERT           3	C	Certificate
AUTO MECHANIC CERTIFICATE	C	Certificate
AUTO MECHANIC CERTIFICATE    3	C	Certificate
AUTO MECHANIC CERTIFICATE    6	C	Certificate
AUTO MECHANIC CERTIFICATE   12	C	Certificate
AUTO MECHANICS CERT	C	Certificate
AUTO MECHANICS CERTIFICATE	C	Certificate
AUTO PARTS MERCH CERT	C	Certificate
AUTO PARTS MERCHAND CERT	C	Certificate
AUTO PARTS TECHNICIAN CERT	C	Certificate
AUTO REPAIR TEC CERTIFICATE	C	Certificate
AUTO SUSP/ALIGN/MUFFLER CERT	C	Certificate
AUTO TECH CERT	C	Certificate
AUTO TECH CERTIFICATE	C	Certificate
AUTO TRANS & TRANSAXLES  CERT	C	Certificate
AUTO TRANS & TRANSAXLES CERT	C	Certificate
AUTO TRANS/TRANSAXLE CERT	C	Certificate
AUTO TUNE-UP AND DRIVE (CERT)	C	Certificate
AUTO-CAD CERTIFICATE	C	Certificate
AUTOBODY CERTIFICATE	C	Certificate
AUTOCAD CERTIFICATE	C	Certificate
AUTOCAD SPECIALITY CERTIFICATE	C	Certificate
AUTOMATED EARLY DEFIBRILLATION CERTIFICATE	C	Certificate
AUTOMATED MANUFACTURING CERT	C	Certificate
AUTOMATED OFFICE CERTIFICATE	C	Certificate
AUTOMATIC TRANSMISSION CERTIFICATE	C	Certificate
AUTOMOTIVE  CERTIFICATE      6	C	Certificate
AUTOMOTIVE BODY AND CHASSIS CERTIFICATE	C	Certificate
AUTOMOTIVE BODY REPAIR CERTIFICATE	C	Certificate
AUTOMOTIVE BRAKES SUSPENSION ALIGNMENT CERTIFICATE	C	Certificate
AUTOMOTIVE BUS OPERATIONS CERT	C	Certificate
AUTOMOTIVE CERT	C	Certificate
AUTOMOTIVE CERTIFICATE	C	Certificate
AUTOMOTIVE CERTIFICATE       3	C	Certificate
AUTOMOTIVE CERTIFICATE       6	C	Certificate
AUTOMOTIVE CERTIFICATE       8	C	Certificate
AUTOMOTIVE ELECTRICAL CERT	C	Certificate
AUTOMOTIVE MAINT CERTIF  12	C	Certificate
AUTOMOTIVE REPAIR TECH CERT	C	Certificate
AUTOMOTIVE SERVICE CERT	C	Certificate
AUTOMOTIVE SERVICE SPECIALIST CERTIFICATE	C	Certificate
AUTOMOTIVE SERVICE TECH CERT	C	Certificate
